지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
108,2022-07-23,24.8,22.3,2320.0,28.0,1344,8.58,1.8,1937.0,4.2,2154.0,9.9,6.6,140.0,1308.0,3.9,50.0,2216.0,2.0,1741.0,21.7,67,1425,83.6,26.0,994.7,1006.5,752.0,1001.8,2347.0,1004.4,14.4,0.1,1300.0,1.68,9.09,,,,,,9.4,6.3,26.6,21.2,26.7,26.4,25.8,25.9,26.3,24.7,23.9,18.5,15.3,1.9,2.7,11.1,
108,2022-07-24,25.0,22.0,118.0,28.4,1627,3.67,0.6,1.0,1.6,-2343.0,1.2,6.5,70.0,9.0,3.7,320.0,1750.0,2.1,1805.0,22.5,72,1414,86.9,27.3,992.6,1005.5,2358.0,1000.3,427.0,1002.3,14.3,0.4,1300.0,1.39,8.82,,,,,,9.5,5.9,25.6,21.7,26.4,26.0,25.5,25.6,26.2,24.7,23.9,18.5,15.3,1.8,2.6,0.0,
108,2022-07-25,27.5,23.6,546.0,32.0,1616,,,,,,,6.5,270.0,1335.0,3.6,270.0,1643.0,1.9,1631.0,22.3,52,1536,75.0,27.0,998.7,1009.8,2356.0,1005.5,1.0,1008.3,14.3,9.6,1300.0,3.54,25.49,,,,,,3.8,3.5,29.7,21.1,28.0,27.4,26.3,26.0,26.2,24.6,23.9,18.5,15.3,5.3,7.6,,
108,2022-07-26,28.9,24.4,530.0,33.1,1428,,,,,,,6.0,320.0,1604.0,3.8,320.0,1610.0,1.8,1582.0,23.2,53,1331,72.5,28.5,999.3,1010.6,822.0,1007.5,1733.0,1008.9,14.3,9.0,1200.0,3.19,22.31,,,,,,5.0,2.5,30.3,21.0,28.7,28.3,27.2,26.8,26.7,24.6,23.8,18.5,15.4,4.4,6.2,,
108,2022-07-27,29.3,26.4,547.0,33.4,1509,,,,,,,7.7,160.0,1809.0,4.4,160.0,1610.0,2.0,1758.0,22.1,50,1529,66.3,26.7,999.6,1010.1,1043.0,1007.8,1742.0,1009.1,14.2,6.0,1500.0,2.41,19.72,,,,,,5.3,0.8,31.0,23.5,29.2,28.7,27.8,27.3,27.1,24.7,23.9,18.6,15.4,4.9,6.9,,
108,2022-07-28,29.7,25.1,545.0,34.4,1509,,,,,,,7.6,110.0,1036.0,3.8,140.0,1014.0,2.4,2033.0,21.9,48,1410,63.8,26.3,1000.8,1011.6,2343.0,1008.8,1745.0,1010.3,14.2,9.9,1200.0,3.44,25.2,,,,,,3.5,3.3,33.3,22.8,29.7,29.1,28.2,27.7,27.4,24.9,23.9,18.6,15.4,5.6,8.0,,
108,2022-07-29,30.7,27.3,511.0,34.3,1419,,,,,,,6.5,320.0,1844.0,4.4,320.0,1847.0,2.2,1863.0,23.9,52,1446,68.1,29.8,1001.8,1012.8,950.0,1009.7,1811.0,1011.4,14.2,7.6,1100.0,2.93,20.28,,,,,,5.0,3.9,32.9,24.5,30.4,29.9,28.9,28.3,27.9,25.0,23.9,18.6,15.5,4.7,6.7,,
108,2022-07-30,30.9,27.3,532.0,36.1,1440,2.33,1.0,1452.0,1.0,1445.0,1.0,10.3,140.0,1656.0,5.6,160.0,1641.0,2.6,2284.0,24.2,50,1213,68.4,30.2,999.3,1011.4,1.0,1006.7,1606.0,1008.8,14.2,9.4,1100.0,3.3,23.53,,,,,,4.5,3.4,32.4,24.9,30.7,30.2,29.1,28.6,28.3,25.2,24.0,18.7,15.5,5.3,7.5,1.0,
108,2022-07-31,27.2,25.4,2327.0,29.0,1,15.75,8.1,2146.0,18.0,2141.0,47.2,7.6,70.0,1007.0,3.9,50.0,1636.0,2.5,2197.0,24.5,75,1,85.8,30.7,996.4,1008.1,7.0,1004.9,1609.0,1006.0,14.1,0.0,1000.0,0.68,4.93,,,,,,9.8,7.0,27.6,24.9,28.9,28.8,28.4,28.4,28.6,25.4,24.1,18.7,15.6,1.1,1.6,77.1,
108,2022-08-01,28.6,25.4,4.0,32.4,1420,14.83,5.1,537.0,13.3,517.0,30.0,9.3,110.0,2309.0,4.6,70.0,1729.0,2.4,2086.0,25.0,67,1418,82.4,31.8,995.6,1006.8,1101.0,1003.9,1806.0,1005.2,14.1,3.2,1200.0,3.03,15.09,,,,,,8.9,6.0,28.9,24.8,28.5,28.1,27.3,27.4,28.0,25.9,24.4,18.8,15.6,3.3,4.8,15.8,
108,2022-08-02,26.8,25.5,2257.0,28.5,1,18.58,3.3,1734.0,7.6,212.0,33.5,10.1,200.0,2131.0,4.9,200.0,1216.0,2.8,2414.0,24.9,78,2,90.0,31.6,998.4,1009.6,2335.0,1005.3,118.0,1008.0,14.1,0.0,1100.0,0.61,4.37,,,,,,9.9,7.1,27.2,25.0,28.2,28.0,27.5,27.6,28.1,26.1,25.1,19.8,15.6,1.1,1.5,67.6,
108,2022-08-03,27.1,25.2,457.0,30.0,1600,13.25,6.6,448.0,17.9,416.0,51.1,10.8,230.0,453.0,4.6,230.0,459.0,2.8,2388.0,25.2,76,1606,90.1,32.1,1000.1,1011.1,1027.0,1008.7,1759.0,1009.8,14.0,1.3,1500.0,1.71,8.74,,,,,,9.3,8.0,27.4,24.7,27.6,27.2,26.7,26.9,27.7,26.4,25.8,20.7,15.7,2.1,3.0,1.3,
108,2022-08-04,28.9,26.0,549.0,32.9,1532,0.42,0.0,,0.0,,0.0,7.5,250.0,1808.0,4.0,270.0,154.0,2.5,2120.0,24.8,64,1306,79.3,31.2,999.5,1011.4,811.0,1007.3,1829.0,1009.1,14.0,8.7,1100.0,3.14,22.24,,,,,,4.4,4.4,31.6,24.7,29.4,28.9,27.8,27.5,27.7,26.4,26.1,22.0,15.9,4.3,6.1,0.0,
108,2022-08-05,29.4,27.0,111.0,32.7,1430,0.5,0.0,,0.0,,0.0,9.2,270.0,1326.0,5.2,270.0,1328.0,2.6,2269.0,24.7,61,1440,76.6,31.1,996.2,1007.8,3.0,1003.3,1545.0,1005.7,14.0,6.3,1300.0,3.03,19.58,,,,,,5.9,5.8,32.6,25.4,30.1,29.6,28.6,28.2,28.3,26.3,25.8,21.2,16.2,4.3,6.1,0.0,
108,2022-08-06,28.7,27.4,454.0,30.3,1718,1.67,9.5,1110.0,11.4,1050.0,13.6,5.2,270.0,1117.0,3.3,270.0,1118.0,1.7,1443.0,25.9,77,1036,85.3,33.5,996.1,1006.6,2356.0,1004.1,1725.0,1005.7,13.9,0.4,1000.0,1.23,7.48,,,,,,7.5,6.4,29.7,25.5,29.6,29.2,28.6,28.5,28.6,26.3,25.6,20.7,16.3,1.5,2.2,14.5,
108,2022-08-07,28.9,27.2,354.0,31.7,1421,3.33,0.9,846.0,0.9,835.0,0.9,9.8,180.0,1551.0,5.6,180.0,1803.0,2.4,2096.0,25.4,70,1543,82.1,32.4,996.2,1006.9,533.0,1004.4,1755.0,1005.7,13.9,0.6,1200.0,2.05,9.26,,,,,,8.4,5.5,28.6,25.3,29.5,29.0,28.2,28.2,28.5,26.4,25.6,20.4,16.3,2.3,3.3,2.8,
108,2022-08-08,26.8,,,28.4,1,20.92,14.9,1747.0,38.1,1734.0,129.6,24.9,180.0,1754.0,8.6,200.0,1802.0,3.3,2815.0,25.2,83,500,91.6,32.1,995.9,1006.6,2159.0,1003.8,1730.0,1005.5,13.9,,,,,,,,,,10.0,7.4,26.4,,27.4,27.3,27.2,27.6,28.4,26.4,25.5,20.2,16.3,0.6,0.8,133.4,
108,2022-08-09,25.1,22.0,2354.0,26.5,1538,21.5,17.7,1746.0,27.1,1943.0,123.1,12.3,180.0,1735.0,5.7,180.0,1725.0,2.6,2209.0,24.4,94,915,96.0,30.6,995.7,1007.0,1001.0,1003.2,1734.0,1005.4,13.8,0.0,900.0,0.37,2.42,,,,,,10.0,7.0,26.0,21.4,26.2,26.0,25.7,26.2,27.4,27.1,27.0,23.8,16.3,0.7,1.0,122.3,
108,2022-08-10,24.7,21.4,455.0,28.8,1503,6.5,2.2,-2356.0,10.0,-2340.0,7.6,6.3,180.0,1601.0,4.5,180.0,1609.0,1.6,1405.0,21.8,66,1445,85.3,26.2,996.0,1007.0,1010.0,1005.0,1454.0,1005.7,13.8,3.1,1100.0,2.71,16.23,,,,,,9.1,6.3,27.3,21.0,26.4,25.9,25.3,25.6,26.5,26.9,27.5,25.2,17.2,2.8,4.0,40.6,
108,2022-08-11,25.0,23.4,528.0,27.5,1502,10.67,6.9,412.0,25.6,351.0,38.8,4.9,180.0,1353.0,3.1,200.0,1417.0,1.6,1351.0,22.8,75,1559,87.9,27.7,994.2,1005.7,1.0,1003.0,1457.0,1003.8,13.8,0.8,1400.0,2.69,8.81,,,,,,9.0,7.4,27.6,22.8,26.6,26.2,25.7,26.0,26.8,26.5,27.1,23.8,17.8,2.0,2.8,0.0,
108,2022-08-12,27.0,23.0,614.0,32.4,1557,,,,,,,6.1,250.0,1902.0,3.7,250.0,1927.0,1.7,1478.0,21.5,44,1604,73.8,25.7,996.2,1007.2,1127.0,1004.1,1753.0,1005.8,13.7,10.6,1200.0,3.4,24.86,,,,,,4.5,3.1,28.7,20.6,27.9,27.4,26.4,26.3,26.8,26.4,26.9,23.7,17.9,4.9,7.0,,
108,2022-08-13,25.8,24.7,1305.0,27.5,1743,4.67,0.7,1220.0,2.0,1218.0,4.0,5.6,110.0,1705.0,2.7,180.0,706.0,1.3,1121.0,22.5,71,1053,82.8,27.4,995.6,1006.9,1102.0,1003.3,1729.0,1005.3,13.7,0.8,1600.0,1.28,5.06,,,,,,8.9,7.9,25.8,21.8,27.1,26.9,26.5,26.8,27.4,26.3,26.6,22.9,17.8,1.1,1.6,4.0,
108,2022-08-14,27.6,24.5,553.0,31.5,1414,1.5,2.9,1728.0,3.0,1725.0,3.0,6.3,200.0,2102.0,4.0,180.0,1938.0,1.9,1684.0,24.3,66,1418,83.0,30.4,995.5,1006.3,933.0,1004.0,1735.0,1005.1,13.7,2.2,1000.0,2.51,13.95,,,,,,7.8,6.0,28.1,22.6,28.1,27.6,26.7,26.6,27.2,26.3,26.4,22.4,17.6,3.0,4.2,3.0,
108,2022-08-15,28.1,26.6,2357.0,29.8,1233,4.42,0.6,1847.0,0.7,1801.0,0.9,16.1,180.0,1217.0,7.4,200.0,1252.0,4.8,4189.0,24.9,74,1223,83.0,31.5,990.6,1004.6,9.0,996.7,1821.0,1000.1,13.6,0.0,1200.0,1.16,6.28,,,,,,9.5,8.3,27.3,25.2,28.0,27.7,27.1,27.1,27.6,26.3,26.3,22.0,17.5,2.2,3.2,0.9,
108,2022-08-16,26.7,24.1,652.0,30.0,1531,0.75,0.0,,0.0,,0.0,8.4,320.0,1451.0,4.3,250.0,111.0,2.6,2242.0,21.8,58,1657,75.4,26.1,993.5,1005.6,2330.0,999.4,143.0,1003.1,13.6,9.2,1200.0,3.14,23.34,,,,,,4.8,3.3,29.0,21.2,28.3,27.9,27.1,27.0,27.5,26.3,26.2,21.9,17.4,4.6,6.6,,
108,2022-08-17,26.0,22.8,618.0,30.5,1338,0.75,0.0,,0.0,,0.0,7.0,250.0,1640.0,4.4,290.0,1617.0,2.0,1749.0,21.4,62,1312,76.6,25.4,996.0,1007.1,2353.0,1003.7,1611.0,1005.7,13.6,6.0,1200.0,2.82,17.1,,,,,,4.0,3.0,26.6,19.8,27.9,27.6,27.0,27.1,27.7,26.3,26.1,21.7,17.4,3.5,4.9,0.0,
108,2022-08-18,25.6,22.4,556.0,29.8,1408,,,,,,,7.1,250.0,1553.0,4.1,270.0,1538.0,1.9,1653.0,20.8,57,1417,75.8,24.6,997.4,1008.1,728.0,1006.4,1356.0,1007.0,13.5,2.6,1300.0,2.54,12.57,,,,,,6.4,5.9,26.6,19.6,27.4,27.1,26.6,26.8,27.6,26.3,26.0,21.6,17.4,2.7,3.8,,
108,2022-08-19,26.0,23.3,355.0,27.5,1527,10.33,14.2,1632.0,47.1,1543.0,66.1,9.6,180.0,1752.0,5.4,200.0,1759.0,2.3,2010.0,23.4,70,1010,86.1,28.9,992.5,1006.6,1.0,998.8,1643.0,1002.1,13.5,0.0,900.0,1.38,5.56,,,,,,9.6,6.5,25.9,19.8,26.5,26.3,26.0,26.4,27.3,26.3,26.0,21.6,17.4,1.5,2.1,66.1,
108,2022-08-20,28.2,25.7,628.0,32.0,1437,1.83,0.0,,0.2,,0.0,8.1,270.0,117.0,4.4,270.0,122.0,2.4,2048.0,24.2,63,1402,80.0,30.2,991.9,1003.4,2215.0,999.4,220.0,1001.4,13.5,9.6,1300.0,3.5,23.65,,,,,,4.8,4.1,30.3,23.3,28.5,27.9,26.8,26.5,27.0,26.4,26.3,22.1,17.4,4.6,6.5,,
108,2022-08-21,28.1,24.7,634.0,32.0,1549,,,,,,,5.7,250.0,1630.0,3.4,250.0,1616.0,1.7,1475.0,23.1,59,1431,75.3,28.3,994.9,1006.1,915.0,1003.1,152.0,1004.5,13.4,5.5,1100.0,2.59,16.37,,,,,,5.9,5.5,28.0,21.9,28.7,28.3,27.5,27.3,27.6,26.3,26.3,22.3,17.4,3.3,4.8,,
108,2022-08-22,26.8,22.9,2302.0,30.2,1356,2.0,1.0,2146.0,2.7,2139.0,3.2,7.3,270.0,1521.0,4.2,200.0,1450.0,2.3,1960.0,22.0,59,1613,75.6,26.4,994.3,1005.3,2235.0,1002.6,1438.0,1003.9,13.4,1.5,1300.0,1.96,11.71,,,,,,8.4,5.9,27.0,20.3,28.3,28.0,27.4,27.4,27.8,26.3,26.2,22.1,17.4,2.7,3.8,5.4,
108,2022-08-23,25.4,22.4,513.0,30.2,1533,6.17,0.3,419.0,1.0,418.0,2.2,6.4,340.0,1810.0,4.3,320.0,1819.0,2.0,1717.0,20.2,51,1829,75.0,23.9,995.9,1007.4,2216.0,1004.1,320.0,1005.6,13.4,7.1,1200.0,3.2,20.42,,,,,,5.4,3.8,27.6,18.9,27.7,27.4,27.0,27.1,27.7,26.4,26.1,21.9,17.5,4.7,6.7,,
108,2022-08-24,24.8,22.4,500.0,27.9,1145,,,,,,,8.3,70.0,1109.0,4.4,50.0,940.0,2.5,2126.0,18.1,59,1134,66.9,20.8,997.9,1009.3,1019.0,1006.4,1701.0,1007.6,13.3,2.0,1100.0,2.55,12.34,,,,,,6.8,3.8,24.4,18.9,26.5,26.4,26.3,26.7,27.6,26.4,26.1,21.8,17.5,2.7,3.9,0.0,
108,2022-08-25,22.2,21.1,2322.0,24.0,1054,7.08,0.3,1125.0,0.8,1102.0,1.6,5.6,270.0,1655.0,3.4,250.0,1427.0,1.8,1563.0,18.1,63,1437,78.0,20.8,997.7,1008.6,2303.0,1006.6,239.0,1007.5,13.3,0.0,1000.0,0.77,4.5,,,,,,8.3,3.9,22.1,18.3,25.1,25.1,25.2,25.9,27.1,26.3,26.1,21.7,17.5,1.4,2.1,1.6,
108,2022-08-26,23.8,19.9,626.0,28.4,1512,,,,,,,8.7,270.0,1837.0,5.1,270.0,1633.0,2.4,2059.0,18.9,55,1510,75.3,21.9,997.1,1008.5,1.0,1004.7,1637.0,1006.8,13.2,7.8,1200.0,2.87,19.91,,,,,,4.5,2.9,25.8,16.5,25.3,25.0,24.7,25.2,26.4,26.2,26.0,21.7,17.5,4.0,5.7,17.6,
108,2022-08-27,21.5,17.6,638.0,25.5,1541,0.58,14.8,151.0,17.6,140.0,17.6,9.7,290.0,154.0,5.4,290.0,200.0,2.8,2381.0,13.6,43,1252,63.1,15.8,1000.3,1013.1,2327.0,1006.5,144.0,1010.1,13.2,12.4,1200.0,3.47,27.09,,,,,,1.3,0.1,24.4,14.3,24.6,24.4,24.5,25.1,26.3,26.0,26.0,21.6,17.6,5.4,7.8,,
108,2022-08-28,22.6,16.1,538.0,28.4,1644,,,,,,,5.7,50.0,1325.0,3.2,50.0,1332.0,1.7,1475.0,13.8,39,1356,59.4,15.8,1004.5,1016.1,723.0,1012.8,1637.0,1014.3,13.2,12.1,1100.0,3.18,24.53,,,,,,5.1,1.5,24.3,11.2,24.4,24.2,24.1,24.7,25.9,25.9,25.9,21.6,17.6,4.7,6.7,1.1,
108,2022-08-29,21.0,19.5,940.0,22.5,1,11.58,0.4,721.0,0.6,631.0,2.2,6.7,160.0,1756.0,3.9,50.0,1135.0,2.3,1976.0,16.0,63,321,74.0,18.3,1005.5,1016.6,1002.0,1014.1,1.0,1015.4,13.1,0.0,1400.0,1.04,5.97,,,,,,9.9,4.6,22.1,17.4,24.1,24.0,24.1,24.8,25.9,25.7,25.8,21.6,17.6,1.5,2.1,18.2,
108,2022-08-30,19.1,17.9,527.0,20.3,1,21.42,0.9,250.0,4.2,250.0,35.8,6.8,50.0,931.0,4.1,50.0,940.0,2.6,2215.0,18.5,71,23,96.3,21.3,1001.2,1015.1,2.0,1008.1,2333.0,1011.2,13.1,0.0,1400.0,0.48,3.06,,,,,,10.0,7.9,20.3,17.2,22.3,22.3,22.6,23.6,25.2,25.5,25.7,21.6,17.7,0.7,0.9,18.7,
108,2022-08-31,21.7,19.6,32.0,24.9,1703,4.17,0.0,,0.0,,0.0,7.3,200.0,1057.0,4.5,340.0,1149.0,1.8,1543.0,18.6,69,1758,83.3,21.4,998.8,1011.0,2348.0,1006.9,512.0,1008.6,13.0,2.5,1600.0,1.74,10.32,,,,,,7.5,5.9,22.2,16.6,23.0,22.8,22.5,23.0,24.3,25.3,25.7,21.6,17.7,2.2,3.1,0.0,
108,2022-09-01,24.0,18.3,614.0,30.4,1553,,,,,,,7.0,360.0,1706.0,4.3,320.0,1718.0,1.7,1473.0,17.8,42,1733,70.8,20.4,1003.3,1015.0,2355.0,1011.0,1.0,1013.1,13.0,12.1,1200.0,3.32,25.02,,,,,,1.0,0.1,26.7,14.3,24.3,23.9,23.3,23.6,24.4,25.0,25.6,21.8,17.7,5.2,7.4,,
108,2022-09-02,24.7,20.3,648.0,29.8,1540,,,,,,,9.2,50.0,1959.0,5.3,50.0,2046.0,3.1,2715.0,16.5,47,1648,61.8,18.8,1005.8,1016.9,921.0,1013.7,1621.0,1015.6,13.0,11.6,1100.0,3.23,24.51,,,,,,2.4,0.6,26.9,16.5,25.0,24.7,24.2,24.3,24.9,24.8,25.4,21.8,17.8,5.8,8.2,,
108,2022-09-03,24.2,20.5,630.0,29.2,1456,,,,,,,9.0,50.0,914.0,5.3,50.0,1010.0,3.4,2932.0,16.6,54,1351,63.0,19.0,1004.2,1016.3,1.0,1012.3,1442.0,1014.0,12.9,4.5,1300.0,2.99,16.39,,,,,,6.6,4.0,26.6,17.6,24.9,24.6,24.3,24.5,25.2,24.8,25.3,21.8,17.8,4.1,5.8,2.5,
108,2022-09-04,22.3,19.8,632.0,24.0,1905,13.67,3.8,1824.0,9.7,2135.0,33.8,8.4,50.0,850.0,4.9,50.0,711.0,3.1,2649.0,20.2,65,103,88.6,23.8,999.1,1013.4,12.0,1005.9,1604.0,1008.9,12.9,0.0,1500.0,0.5,3.54,,,,,,9.6,6.8,22.4,18.2,23.9,23.8,23.7,24.2,25.2,24.8,25.2,21.7,17.8,0.7,1.0,39.3,
108,2022-09-05,19.2,17.7,2103.0,22.7,1,24.0,2.9,1544.0,12.8,1025.0,120.0,18.3,20.0,2226.0,6.9,50.0,2229.0,3.2,2729.0,18.4,92,337,95.9,21.3,997.1,1008.7,19.0,1004.1,2400.0,1007.0,12.9,0.0,1200.0,0.22,1.61,,,,,,10.0,8.3,19.8,16.9,21.9,21.9,22.1,23.1,24.7,24.7,25.1,21.7,17.9,0.5,0.8,137.1,
108,2022-09-06,21.0,17.0,254.0,26.3,1601,8.92,1.8,238.0,8.9,151.0,25.3,13.8,20.0,351.0,7.1,50.0,358.0,3.6,3106.0,16.6,41,1624,78.0,18.8,995.3,1013.0,2332.0,998.3,611.0,1005.1,12.8,8.4,1100.0,2.9,20.76,,,,,,3.9,3.1,21.2,14.8,20.6,20.3,20.0,20.7,22.0,24.2,25.3,24.1,18.0,4.1,5.9,,
108,2022-09-07,22.8,17.9,701.0,28.1,1511,,,,,,,6.6,290.0,1548.0,4.0,250.0,1543.0,1.9,1683.0,14.9,32,1334,65.3,17.2,1006.8,1018.8,2143.0,1013.0,1.0,1016.7,12.8,11.9,1200.0,3.28,24.4,,,,,,0.1,0.0,25.3,11.2,22.3,22.0,21.5,21.7,22.6,23.7,25.0,23.7,18.6,5.2,7.4,,
108,2022-09-08,23.2,16.7,635.0,29.5,1555,,,,,,,5.6,340.0,1813.0,3.7,320.0,1814.0,1.6,1414.0,15.9,39,1530,65.5,18.1,1007.7,1019.5,747.0,1015.4,1543.0,1017.6,12.7,11.8,1200.0,3.25,23.96,,,,,,2.1,0.0,25.9,11.2,23.0,22.6,22.2,22.5,23.1,23.6,24.8,23.1,18.8,4.7,6.7,,
108,2022-09-09,24.3,18.9,620.0,30.8,1526,,,,,,,6.4,50.0,1730.0,3.8,50.0,1729.0,2.0,1686.0,15.0,30,1633,59.1,17.1,1007.2,1018.2,917.0,1015.2,1646.0,1017.0,12.7,11.1,1200.0,3.24,23.91,,,,,,4.1,0.1,27.0,13.6,24.0,23.7,23.1,23.2,23.6,23.6,24.7,22.8,18.7,,,,
108,2022-09-10,23.6,19.0,646.0,28.4,1636,,,,,,,8.0,50.0,1353.0,4.2,50.0,2216.0,2.6,2251.0,13.0,37,1319,52.3,15.1,1007.2,1018.6,633.0,1015.4,1647.0,1017.0,12.6,6.5,1200.0,2.85,18.76,,,,,,7.9,1.0,24.1,12.9,23.8,23.6,23.3,23.5,24.0,23.6,24.5,22.5,18.6,4.6,6.5,,
108,2022-09-11,23.3,20.6,638.0,26.4,1331,1.83,0.1,,0.1,,0.1,6.9,70.0,1036.0,3.6,50.0,923.0,2.1,1812.0,17.0,52,1501,68.6,19.4,1004.8,1016.6,1.0,1012.9,1856.0,1014.6,12.6,1.8,900.0,1.69,10.27,,,,,,8.9,5.4,24.8,16.6,24.0,23.7,23.3,23.5,24.1,23.7,24.4,22.4,18.6,2.3,3.2,0.1,
108,2022-09-12,23.8,20.3,558.0,27.5,1541,,,,,,,5.1,320.0,1745.0,3.2,320.0,1750.0,1.6,1347.0,19.2,60,1424,76.1,22.2,1004.0,1014.9,2317.0,1012.8,1522.0,1013.8,12.6,3.5,1000.0,2.12,13.15,,,,,,8.1,2.8,25.2,16.9,24.1,23.8,23.3,23.5,24.0,23.7,24.4,22.3,18.6,2.5,3.6,,
108,2022-09-13,24.3,21.8,626.0,26.4,1341,4.83,0.0,,0.0,,0.0,7.8,50.0,2014.0,4.3,50.0,2017.0,2.5,2153.0,19.0,64,1333,73.0,22.0,1005.7,1016.9,2056.0,1013.9,226.0,1015.6,12.5,0.1,1000.0,1.26,7.38,,,,,,9.6,3.5,24.0,18.7,24.2,23.9,23.5,23.7,24.2,23.7,24.3,22.2,18.6,2.7,3.8,0.0,
108,2022-09-14,24.6,22.7,2334.0,27.9,1410,1.17,0.0,,0.0,,0.0,14.3,70.0,1925.0,8.0,50.0,1906.0,4.6,3947.0,15.3,45,1635,56.9,17.5,1005.7,1016.9,959.0,1013.8,1558.0,1015.5,12.5,1.1,1300.0,1.67,10.09,,,,,,8.8,4.5,24.4,19.7,24.0,23.8,23.4,23.6,24.2,23.8,24.3,22.1,18.6,4.2,6.0,,
108,2022-09-15,25.2,22.0,504.0,28.3,1539,0.42,0.1,,0.1,,0.1,9.6,50.0,158.0,5.2,50.0,152.0,3.6,3082.0,18.5,56,1048,66.9,21.3,1001.0,1014.6,1.0,1008.2,1933.0,1010.7,12.5,3.4,1000.0,2.43,12.29,,,,,,8.4,2.3,25.3,19.0,23.9,23.6,23.2,23.4,24.0,23.8,24.3,22.0,18.6,3.2,4.6,0.1,
108,2022-09-16,25.7,23.4,605.0,29.9,1326,5.5,7.2,1645.0,8.6,2321.0,14.6,8.6,140.0,1149.0,4.8,110.0,1151.0,2.9,2474.0,21.5,63,1138,78.6,25.8,997.5,1008.5,1.0,1005.3,1505.0,1007.2,12.4,1.8,1100.0,2.55,10.4,,,,,,9.0,6.0,25.9,21.0,24.9,24.6,23.9,23.8,24.2,23.8,24.3,22.0,18.6,2.3,3.2,18.9,
108,2022-09-17,25.6,23.3,537.0,29.4,1619,1.92,2.0,8.0,4.3,1.0,4.3,6.1,230.0,9.0,3.3,250.0,12.0,1.4,1248.0,22.3,65,1716,83.1,26.9,998.1,1009.4,929.0,1006.1,1645.0,1007.8,12.4,3.8,1300.0,2.11,11.31,,,,,,7.8,5.8,26.3,20.7,25.6,25.2,24.4,24.3,24.6,23.8,24.2,21.9,18.6,2.3,3.3,,
108,2022-09-18,27.1,23.0,616.0,32.5,1551,,,,,,,8.2,20.0,2201.0,4.6,50.0,2149.0,2.0,1761.0,22.0,55,1532,75.3,26.5,993.8,1007.4,10.0,1000.3,2351.0,1003.4,12.3,5.7,1300.0,2.48,15.9,,,,,,6.5,3.6,27.8,20.5,26.0,25.6,24.9,24.7,24.9,23.9,24.2,21.9,18.6,3.6,5.2,,
108,2022-09-19,24.6,19.5,2359.0,29.6,1306,,,,,,,12.4,160.0,748.0,6.6,20.0,754.0,3.3,2885.0,16.9,48,1348,63.1,19.6,992.3,1008.5,2400.0,998.4,434.0,1001.9,12.3,6.9,1200.0,3.12,18.62,,,,,,5.4,2.8,26.2,14.1,25.8,25.6,25.1,25.1,25.3,24.0,24.2,21.9,18.6,,,,
108,2022-09-20,19.9,16.1,631.0,24.6,1506,,,,,,,7.9,110.0,1029.0,4.6,110.0,1030.0,2.3,1981.0,10.7,36,1632,57.0,12.9,1003.3,1015.9,2345.0,1008.4,6.0,1013.3,12.3,9.7,1000.0,2.57,18.93,,,,,,2.1,0.8,23.8,9.3,23.4,23.4,23.7,24.3,25.1,24.1,24.3,21.8,18.6,3.8,5.5,,
108,2022-09-21,19.4,13.0,626.0,25.6,1449,,,,,,,7.0,110.0,1218.0,3.6,180.0,1209.0,1.8,1562.0,10.1,36,1459,56.9,12.4,1006.7,1018.3,1008.0,1015.2,1643.0,1016.7,12.2,11.0,1300.0,3.16,22.18,,,,,,0.5,0.5,23.1,6.5,22.2,22.2,22.4,23.1,24.2,24.1,24.3,21.8,18.6,4.5,6.4,,
108,2022-09-22,19.8,14.2,635.0,24.7,1454,,,,,,,6.6,110.0,931.0,3.5,50.0,638.0,2.0,1765.0,11.6,45,1459,60.1,13.6,1004.9,1017.4,801.0,1012.2,1553.0,1014.8,12.2,7.4,1100.0,2.89,17.9,,,,,,4.0,1.6,23.1,9.4,22.0,21.9,22.0,22.7,23.7,24.0,24.3,21.8,18.7,,,,
